"candidato","votos","porcentaje","partido","municipio","departamento","dane"
"ALBERTO DE JESUS AGUILAR PAVA",554,8.68,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","TAMALAMEQUE","Cesar","12900"
"WILLIAM DE JESUS MERCADO TOVAR",495,7.75,"PARTIDO OPCIÓN CIUDADANA","TAMALAMEQUE","Cesar","12900"
"DAVINSON GUERRA TORRES",228,3.57,"PARTIDO CAMBIO RADICAL","TAMALAMEQUE","Cesar","12900"
"ARMANDO MIER MORENO",28,0.43,"PARTIDO CENTRO DEMOCRÁTICO","TAMALAMEQUE","Cesar","12900"
"DANIEL SANTOS BELEÑO ACONCHA",1,0.01,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","TAMALAMEQUE","Cesar","12900"
"AUGUSTO DANIEL RAMIREZ UHIA",73805,48.19,"AVANZAR ES POSIBLE!!","VALLEDUPAR","Cesar","12001"
"JAIME ANDRES GONZALEZ MEJIA",41940,27.38,"PARTIDO CAMBIO RADICAL","VALLEDUPAR","Cesar","12001"
"ANDRES ARTURO FERNANDEZ CERCHIARO",17463,11.4,"PARTIDO OPCIÓN CIUDADANA","VALLEDUPAR","Cesar","12001"
"SERGIO RAFAEL ARAUJO CASTRO",6005,3.92,"PARTIDO CENTRO DEMOCRÁTICO","VALLEDUPAR","Cesar","12001"
"ROBER TRINIDAD ROMERO RAMIREZ",2860,1.86,"PARTIDO LIBERAL COLOMBIANO","VALLEDUPAR","Cesar","12001"
"JOHN VALLE CUELLO",2697,1.76,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","VALLEDUPAR","Cesar","12001"
"LINA MARIA DE ARMAS DAZA",1591,1.03,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","VALLEDUPAR","Cesar","12001"
"PEDRO DAVID ACUÑA FRAGOZO",1495,0.97,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","VALLEDUPAR","Cesar","12001"
"EVELIO JOSE DAZA DAZA",1010,0.65,"PARTIDO ALIANZA VERDE","VALLEDUPAR","Cesar","12001"
"LILIA ISABEL CORDOBA BORJA",1954,38.97,"PARTIDO CAMBIO RADICAL","ACANDI","Chocó","17004"
"EMILIA BELLO ALTAMIRANDA",1298,25.89,"COAL. PROGRAMÁTICA Y POLÍTICA PARTIDOS DE LA U - CONSEVADOR COL. - ALIANZA VERDE","ACANDI","Chocó","17004"
"BENITO ANGEL VALOYES HURTADO",1142,22.78,"PARTIDO OPCIÓN CIUDADANA","ACANDI","Chocó","17004"
"ALEXANDER MURILLO ROBLEDO",569,11.35,"PARTIDO LIBERAL COLOMBIANO","ACANDI","Chocó","17004"
"ASAEL RODRIGUEZ PALACIOS",12,0.23,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","ACANDI","Chocó","17004"
"CARMEN EDITHZA LONDOÑO MOSQUERA",3055,55.4,"PACTO U MAIS POR EL DESARROLLO DEL ALTO BAUDO","ALTO BAUDO (PIE DE PATO)","Chocó","17006"
"LIBINTONG DAVID RIVAS MORENO",1972,35.76,"COALICIÓN PROGRAMÁTICA Y POLÍTICA ENTRE EL PARTIDO VERDE - PARTIDO CAMBIO RADICAL","ALTO BAUDO (PIE DE PATO)","Chocó","17006"
"HEILER PALACIOS MARMOLEJO",212,3.84,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","ALTO BAUDO (PIE DE PATO)","Chocó","17006"
"DAYRO PALACIOS LIZARDA",125,2.26,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","ALTO BAUDO (PIE DE PATO)","Chocó","17006"
"BENJAMIN CAÑOLA ARIAS",90,1.63,"PARTIDO OPCIÓN CIUDADANA","ALTO BAUDO (PIE DE PATO)","Chocó","17006"
"MISAEL SOTO RODRIGUEZ",26,0.47,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","ALTO BAUDO (PIE DE PATO)","Chocó","17006"
"BRAULIO TIBERINO ARIAS MOSQUERA",11,0.19,"PARTIDO CENTRO DEMOCRÁTICO","ALTO BAUDO (PIE DE PATO)","Chocó","17006"
"CELIMO RENGIFO MOSQUERA",2,0.03,"PARTIDO UNIÓN PATRIÓTICA","ALTO BAUDO (PIE DE PATO)","Chocó","17006"
"JOSE ANTONIO MARMOLEJO PALACIOS",0,0,"PARTIDO LIBERAL COLOMBIANO","ALTO BAUDO (PIE DE PATO)","Chocó","17006"
"CRESCENCIO ENRIQUE BEJARANO PALACIOS",1567,30.51,"PARTIDO CAMBIO RADICAL","ATRATO (YUTO)","Chocó","17002"
"JESUS HEBERT THERAN HINESTROZA",1204,23.44,"PARTIDO DE LA U- PARTIDO LIBERAL COLOMBIANO","ATRATO (YUTO)","Chocó","17002"
"DOMINGO RAMOS PALACIOS",1012,19.7,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","ATRATO (YUTO)","Chocó","17002"
"ERLIN ABAD PALACIOS MORENO",692,13.47,"PARTIDO ALIANZA VERDE","ATRATO (YUTO)","Chocó","17002"
"YOUSSER ORTIZ CUESTA",398,7.75,"PARTIDO CONSERVADOR COLOMBIANO","ATRATO (YUTO)","Chocó","17002"
"LIDDY DOREHY BONILLA MARTINEZ",206,4.01,"OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","ATRATO (YUTO)","Chocó","17002"
"IDI NETZER CORDOBA VALENCIA",16,0.31,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","ATRATO (YUTO)","Chocó","17002"
"MARINELA PALOMEQUE SERNA",1355,30.28,"PARTIDO LIBERAL - MOVIMIENTO MAIS","BAGADO","Chocó","17007"
"EDWAR GARCIA LLOREDA",1224,27.35,"TODOS UNIDOS GANA BAGADO","BAGADO","Chocó","17007"
"NARCISO ANTONIO CUESTA ARIAS",949,21.21,"PARTIDO CONSERVADOR COLOMBIANO","BAGADO","Chocó","17007"
"ELY DE JESUS MORENO MORENO",848,18.95,"PARTIDO ALIANZA VERDE","BAGADO","Chocó","17007"
"WILTON DARIO RENTERIA CORREA",58,1.29,"PARTIDO OPCIÓN CIUDADANA","BAGADO","Chocó","17007"
"RENE RAMOS CUESTA",24,0.53,"PARTIDO CENTRO DEMOCRÁTICO","BAGADO","Chocó","17007"
"HARLEY LILIANA ORTIZ SALAZAR",2598,54.55,"PARTIDO CAMBIO RADICAL - PARTIDO DE LA U","BAHIA SOLANO (MUTIS)","Chocó","17008"
"ULMER MOSQUERA GUTIERREZ",2149,45.12,"PARTIDO LIBERAL COLOMBIANO","BAHIA SOLANO (MUTIS)","Chocó","17008"
"JHON JARED MURILLO RAMIREZ",2912,51.66,"UNIDOS POR EL CAMBIO ASí GANAMOS TODOS","BAJO BAUDO (PIZARRO)","Chocó","17010"
"PABLO ANTONIO GONZALEZ REYES",2482,44.03,"PARTIDO DE LA U","BAJO BAUDO (PIZARRO)","Chocó","17010"
"JESUS MACARIO MURILLO SANCHEZ",235,4.16,"PARTIDO CAMBIO RADICAL","BAJO BAUDO (PIZARRO)","Chocó","17010"
"JEREMIAS MORENO ALVAREZ",1850,41.36,"PARTIDO DE LA U","BOJAYA (BELLAVISTA)","Chocó","17011"
"BAIRON VELASQUEZ VASQUEZ",1493,33.38,"PARTIDO LIBERAL COLOMBIANO","BOJAYA (BELLAVISTA)","Chocó","17011"
"PLACIDO BAILARIN PIPICAY",1102,24.64,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","BOJAYA (BELLAVISTA)","Chocó","17011"
"JAMER AGUSTIN CHAVERRA VALENCIA",7,0.15,"PARTIDO OPCIÓN CIUDADANA","BOJAYA (BELLAVISTA)","Chocó","17011"
"ERLIN IBARGUEN MOYA",1595,47.51,"PARTIDO CAMBIO RADICAL","CARMEN DEL DARIEN","Chocó","17015"
"PEDRO JOSE MENA MAQUILON",1359,40.48,"PARTIDO LIBERAL COLOMBIANO","CARMEN DEL DARIEN","Chocó","17015"
"RAUL PALACIO SALAS",366,10.9,"PARTIDO ALIANZA VERDE","CARMEN DEL DARIEN","Chocó","17015"
"AFRANIO PAZ CUESTA",5,0.14,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","CARMEN DEL DARIEN","Chocó","17015"
"SODATH SANCHEZ CUESTA",5,0.14,"PARTIDO DE LA U","CARMEN DEL DARIEN","Chocó","17015"
"LINA PATRICIA MORENO PALACIOS",1282,41.27,"CERTEGUI UNA CAUSA COMÚN","CERTEGUI","Chocó","17014"
"YOLICETH PALACIOS MENA",1218,39.21,"UN NUEVO CAMINO","CERTEGUI","Chocó","17014"
"EDWAR ANTONIO MORENO MOSQUERA",597,19.22,"PARTIDO CENTRO DEMOCRÁTICO","CERTEGUI","Chocó","17014"
"MARIN ENRIQUE TELLO HINESTROZA",3,0.09,"PARTIDO OPCIÓN CIUDADANA","CERTEGUI","Chocó","17014"
"LUZ MARINA AGUALIMPIA BENITEZ",3620,55.24,"PARTIDO CAMBIO RADICAL","CONDOTO","Chocó","17013"
"GUSTAVO ELIAS HINCAPIE MOSQUERA",2877,43.9,"PARTIDO CONSERVADOR COLOMBIANO","CONDOTO","Chocó","17013"
"ELKIN ANTONIO PALACIOS PALACIOS",1573,47.56,"PARTIDO DE LA U","EL CANTON DEL SAN PABLO (MAN.","Chocó","17017"
"HENRY RAMIREZ PALACIOS",913,27.6,"PARTIDO LIBERAL COLOMBIANO","EL CANTON DEL SAN PABLO (MAN.","Chocó","17017"
"JOSE DAISON COPETE PALACIOS",810,24.49,"PARTIDO CAMBIO RADICAL","EL CANTON DEL SAN PABLO (MAN.","Chocó","17017"
"NUBIA ARACELY CAICEDO TORRES",2,0.06,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","EL CANTON DEL SAN PABLO (MAN.","Chocó","17017"
"JORGE IVAN BEDOYA MONTOYA",1393,38.02,"PART. DE LA U - MOV. ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","EL CARMEN","Chocó","17016"
"EDWIN ANDRES SANCHEZ YEPES",1231,33.6,"PARTIDO LIBERAL COLOMBIANO","EL CARMEN","Chocó","17016"
"ALBEIRO ZULETA RESTREPO",711,19.41,"PARTIDO CAMBIO RADICAL","EL CARMEN","Chocó","17016"
"ANTONIO JOSE ORTEGA RAMIREZ",147,4.01,"PARTIDO CONSERVADOR COLOMBIANO","EL CARMEN","Chocó","17016"
"JOHN DEIBY GARCIA AGUDELO",142,3.87,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","EL CARMEN","Chocó","17016"
"WILINTON IBARGUEN POSSO",2181,49.59,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","EL LITORAL DEL SAN JUAN","Chocó","17038"
"PEDRO ANTONIO ARIAS DE DIEGO",2152,48.93,"PARTIDO CONSERVADOR COLOMBIANO","EL LITORAL DEL SAN JUAN","Chocó","17038"
"DAGOBERTO MORENO HURTADO",36,0.81,"PARTIDO CAMBIO RADICAL","EL LITORAL DEL SAN JUAN","Chocó","17038"
"ARBEY ANTONIO PINO MOSQUERA",5418,46.75,"PARTIDO LIBERAL COLOMBIANO","ISTMINA","Chocó","17019"
"YENIER AUGUSTO SALAZAR MOSQUERA",3264,28.16,"COALICIÓN PARTIDO CAMBIO RADICAL - PARTIDO DE LA U","ISTMINA","Chocó","17019"
"YANIER ULRICO LOZANO CORDOBA",1748,15.08,"PARTIDO CONSERVADOR COLOMBIANO","ISTMINA","Chocó","17019"
"MARIBETH DELGADO ARAGON",819,7.06,"PARTIDO ALIANZA VERDE","ISTMINA","Chocó","17019"
"JHON JAIRO MOSQUERA MOSQUERA",88,0.75,"PARTIDO UNIÓN PATRIÓTICA","ISTMINA","Chocó","17019"
"ALBERTO ACHITO LUBIASA",893,53.79,"PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","JURADO","Chocó","17022"
"JENNY LUCIA RIVAS HERRERA",760,45.78,"PARTIDO LIBERAL COLOMBIANO","JURADO","Chocó","17022"
"HENEIL CORREA RENTERIA",1945,43.09,"PARTIDO LIBERAL COLOMBIANO","LLORO","Chocó","17025"
"ROMULO CUESTA PALOMEQUE",1406,31.15,"PARTIDO DE LA U","LLORO","Chocó","17025"
"ARGEMIRO MACHADO TAPIA",1090,24.15,"EL GOBIERNO DEL PUEBLO","LLORO","Chocó","17025"
"ANDERSON BORJA MARTINEZ",14,0.31,"PARTIDO ALIANZA VERDE","LLORO","Chocó","17025"
"JESUS ENRIQUE MOYA MENA",2051,55.97,"LIBERAL - ASI","MEDIO ATRATO (BETE)","Chocó","17012"
"BALDEMAR PEREZ CHALA",1601,43.69,"COALICIÓN PROGRAMÁTICA Y POLÍTICA ENTRE PARTIDO DE LA U - CAMBIO RADICAL","MEDIO ATRATO (BETE)","Chocó","17012"
"GILDER PALACIOS MOSQUERA",2604,50.15,"PARTIDO CAMBIO RADICAL","MEDIO BAUDO (PUERTO MELUK)","Chocó","17026"
"FREDY RAMIREZ VALENCIA",1905,36.69,"PARTIDO LIBERAL COLOMBIANO","MEDIO BAUDO (PUERTO MELUK)","Chocó","17026"
"WILBER CECILIO POTES MURILLO",670,12.9,"PARTIDO DE LA U","MEDIO BAUDO (PUERTO MELUK)","Chocó","17026"
"LIYIS ROCIO RIVAS BENITEZ",2012,47.37,"PARTIDO ALIANZA VERDE","MEDIO SAN JUAN","Chocó","17027"
"ANGEL JOEL MOSQUERA LOBON",1143,26.91,"UNIDOS CONTINUAREMOS CON EL DESARROLLO","MEDIO SAN JUAN","Chocó","17027"
"LUZ MARY CRUZ AGUILAR",947,22.29,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","MEDIO SAN JUAN","Chocó","17027"
"MILTON RUTILIO MOSQUERA MORENO",56,1.31,"PARTIDO CONSERVADOR COLOMBIANO","MEDIO SAN JUAN","Chocó","17027"
"JOSE AMADOR MARTINEZ PALACIOS",45,1.05,"PARTIDO DE LA U","MEDIO SAN JUAN","Chocó","17027"
"JORGE ANTONIO SERNA MOSQUERA",20,0.47,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MEDIO SAN JUAN","Chocó","17027"
"RODOLFO MOSQUERA DIAZ",6,0.14,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","MEDIO SAN JUAN","Chocó","17027"
"DEYLER EDUARDO CAMACHO MOSQUERA",1491,45.38,"PARTIDO CONSERVADOR COLOMBIANO","NOVITA","Chocó","17028"
"LUIS GERARDO MOSQUERA HURTADO",1321,40.21,"PARTIDO LIBERAL COLOMBIANO","NOVITA","Chocó","17028"
"EDWARD LEANDRO OLAVE MURILLO",447,13.6,"PARTIDO DE LA U","NOVITA","Chocó","17028"
"JESUS ARIEL MOSQUERA MOSQUERA",3,0.09,"PARTIDO OPCIÓN CIUDADANA","NOVITA","Chocó","17028"
"EVERTO LOPEZ PEREA",1688,52.11,"PARTIDO DE LA U","NUQUI","Chocó","17031"
"ROBERTO MURILLO PANDALES",1516,46.8,"PARTIDO CAMBIO RADICAL","NUQUI","Chocó","17031"
"WILMAN PEREA PANDALES",13,0.4,"PARTIDO LIBERAL COLOMBIANO","NUQUI","Chocó","17031"
"ISAIAS CHALA IBARGUEN",18048,47.39,"CAMBIO RADICAL - PARTIDO CONSERVADOR - ALIANZA VERDE","QUIBDO","Chocó","17001"
"OSCAR BERNARDO PALACIOS SANCHEZ",16764,44.02,"COAL. PROGR. PARTIDO DE LA U - PARTIDO LIBERAL COLOMBIANO","QUIBDO","Chocó","17001"
"HAROLD MOSQUERA RENGIFO",725,1.9,"PARTIDO OPCIÓN CIUDADANA","QUIBDO","Chocó","17001"
"RIGOBERTO MOSQUERA MOSQUERA",1509,67.91,"PROGRAMÁTICA Y POLÍTICA ENTRE EL PARTIDO LIBERAL COLOMBIANO - PARTIDO DE LA U","RIO IRO","Chocó","17032"
"JANUARIO MOSQUERA MOSQUERA",701,31.54,"PARTIDO CONSERVADOR COLOMBIANO","RIO IRO","Chocó","17032"
"LUIS EDUARDO MOSQUERA MOSQUERA",5,0.22,"PARTIDO CAMBIO RADICAL","RIO IRO","Chocó","17032"
"HERACLIO MENA ROMAÑA",1751,42.08,"PARTIDO DE LA U","RIO QUITO (PAIMADO)","Chocó","17035"
"MELQUISEDEC PALACIOS CABRERA",1392,33.45,"PARTIDO CONSERVADOR COLOMBIANO","RIO QUITO (PAIMADO)","Chocó","17035"
"JULIAN MOSQUERA MENA",983,23.62,"PARTIDO LIBERAL COLOMBIANO","RIO QUITO (PAIMADO)","Chocó","17035"
"FEDRA IVONNE PALACIOS RIVAS",11,0.26,"PARTIDO ALIANZA VERDE","RIO QUITO (PAIMADO)","Chocó","17035"
"CRISTOBAL MENA CORDOBA",3,0.07,"PARTIDO OPCIÓN CIUDADANA","RIO QUITO (PAIMADO)","Chocó","17035"
"LUIS ENRIQUE MENA RENTERIA",3398,44.26,"PARTIDO DE LA U - PARTIDO LIBERAL COLOMBAINO","RIOSUCIO","Chocó","17034"
"ROSA EMILIA MORENO VELASQUEZ",2819,36.72,"PARTIDO CAMBIO RADICAL - MAIS","RIOSUCIO","Chocó","17034"
"LUIS ARCENIO ROMAÑA CORDOBA",1319,17.18,"PARTIDO ALIANZA VERDE","RIOSUCIO","Chocó","17034"
"LEON FABIO MARIN MONCADA",1420,57.88,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","SAN JOSE DEL PALMAR","Chocó","17037"
"YINA MARELVY MORENO MOSQUERA",1021,41.62,"PARTIDO CONSERVADOR COLOMBIANO","SAN JOSE DEL PALMAR","Chocó","17037"
"LUIS ANGEL LARGACHA CAICEDO",1175,70.65,"COALICIÓN PROGRAMÁTICA Y POLÍTICA ENTRE EL PARTIDO LIBERAL Y EL PARTIDO DE LA U","SIPI","Chocó","17040"
"DANILO JUAN RAMOS MURILLO CHAVERRA",461,27.72,"PARTIDO CAMBIO RADICAL","SIPI","Chocó","17040"
"SANDRA COLOMBIA ARBOLEDA TOVAR",24,1.44,"PARTIDO CONSERVADOR COLOMBIANO","SIPI","Chocó","17040"
"ARISMENDY AGUSTIN GARCIA MOSQUERA",4213,57.46,"CONVERGENCIA","TADO","Chocó","17043"
"GLORIA ASUNCION ASPRILLA DE MOSQUERA",3078,41.98,"MESA PLURIPARTIDISTA","TADO","Chocó","17043"
"CAYETANO TAPIAS ROMERO",1781,37.79,"PARTIDO OPCIÓN CIUDADANA","UNGUIA","Chocó","17048"
"CRISTIAN ALEXANDER CHAVERRA MOSQUERA",1639,34.78,"PARTIDO DE LA U","UNGUIA","Chocó","17048"
"MONICA ELVIRA FUENTES VELLOJIN",569,12.07,"PARTIDO CAMBIO RADICAL","UNGUIA","Chocó","17048"
"DORCY MAYLY DOMINGUEZ JARAMILLO",466,9.88,"COAL. PART. CONSERVADOR COLOMBIANO - MOV. ALTERNATIVO INDÍGENA SOCIAL ""MAIS""","UNGUIA","Chocó","17048"
"EDINSON MATURANA GAMBOA",175,3.71,"PARTIDO LIBERAL COLOMBIANO","UNGUIA","Chocó","17048"
"WILMAR PALACIOS RUDAS",43,0.91,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","UNGUIA","Chocó","17048"
"MARTIN ELIAS AGUILAR HURTADO",1549,42.89,"PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRÁTICO","UNION PANAMERICANA (LAS ANIMAS","Chocó","17060"
"FERNANDO PEREA MURILLO",1511,41.84,"UNA COALICIÓN TRIUNFADORA","UNION PANAMERICANA (LAS ANIMAS","Chocó","17060"
"ALEXANDER PALACIOS MOSQUERA",413,11.43,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","UNION PANAMERICANA (LAS ANIMAS","Chocó","17060"
"TIRSO PEREA CORDOBA",129,3.57,"PARTIDO DE LA U","UNION PANAMERICANA (LAS ANIMAS","Chocó","17060"
"MARICEL NADER NADER",10778,51.72,"PARTIDO DE LA U","AYAPEL","Córdoba","13004"
"YEERMENSON VELASQUEZ DIAZ",8526,40.91,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","AYAPEL","Córdoba","13004"
"JHON JAIRO VELEZ ROYERO",1089,5.22,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","AYAPEL","Córdoba","13004"
"FRANK JAVIER MARQUEZ ARRIETA",271,1.3,"PARTIDO CAMBIO RADICAL","AYAPEL","Córdoba","13004"
"MIGUEL EMIRO GUZMAN MIELES",7162,59.42,"PARTIDO OPCIÓN CIUDADANA","BUENAVISTA","Córdoba","13007"
"CANDELARIA DEL CARMEN HOYOS OLAYA",4499,37.32,"PARTIDO CENTRO DEMOCRÁTICO","BUENAVISTA","Córdoba","13007"
"GUSTAVO ADOLFO ACOSTA GRANDETH",144,1.19,"PARTIDO DE LA U","BUENAVISTA","Córdoba","13007"
"FERNEY ADEL BERTEL ROJAS",92,0.76,"PARTIDO LIBERAL COLOMBIANO","BUENAVISTA","Córdoba","13007"
"DALEL JORGE BITAR RUIZ",49,0.4,"PARTIDO CONSERVADOR COLOMBIANO","BUENAVISTA","Córdoba","13007"
"ARMANDO JOSE LAMBERTINEZ BOLAÑO",5689,53.65,"PARTIDO DE LA U","CANALETE","Córdoba","13009"
"MIGUEL FERNANDO GONZALEZ MUÑOZ",4862,45.85,"LIBERAL - CONSERVADOR","CANALETE","Córdoba","13009"
"SALIM HAMED CHAGUI FLOREZ",17221,34.11,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","CERETE","Córdoba","13010"
"CAMILO ANDRES MEJIA PADILLA",16772,33.22,"PARTIDO DE LA U - PARTIDO LIBERAL COLOMBIANO","CERETE","Córdoba","13010"
"MILAD JOSE BARGUIL JANNA",15689,31.08,"CAMBIO CON SEGURIDAD","CERETE","Córdoba","13010"
"MARIANO ALFONSO LOPEZ DORIA",218,0.43,"PARTIDO UNIÓN PATRIÓTICA","CERETE","Córdoba","13010"
"JUAN PASCUAL CUSTODE VIVANCO",4067,42.09,"PARTIDO CONSERVADOR COLOMBIANO","CHIMA","Córdoba","13016"
"JOSE GREGORIO BANDA HOYOS",3528,36.51,"PARTIDO DE LA U","CHIMA","Córdoba","13016"
"DOILER MANUEL DURANTE RAMOS",2009,20.79,"PARTIDO LIBERAL COLOMBIANO","CHIMA","Córdoba","13016"
"JORGE ELIECER MOGOLLON MONTOYA",38,0.39,"PARTIDO UNIÓN PATRIÓTICA","CHIMA","Córdoba","13016"
"TERESA MARIA SALAMANCA DE AVILEZ",13782,50.35,"PARTIDO CAMBIO RADICAL","CHINU","Córdoba","13019"
"DIANA REGINA ALVAREZ RAMOS",12766,46.64,"PARTIDO LIBERAL COLOMBIANO","CHINU","Córdoba","13019"
"JULIO JAVIER LARA CASTILLO",313,1.14,"PARTIDO ALIANZA VERDE","CHINU","Córdoba","13019"
"YAMIR OSBALDO PINEDA FAILACH",192,0.7,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","CHINU","Córdoba","13019"
"REYNALDO DE LOS REYES RUIZ VILLADIEGO",73,0.26,"PARTIDO OPCIÓN CIUDADANA","CHINU","Córdoba","13019"
"RICARDO ANDRES IGLESIA ZAMBRANO",39,0.14,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CHINU","Córdoba","13019"
"ALEJANDRO JAVIER MEJIA CASTAÑO",15107,50.4,"PARTIDO CAMBIO RADICAL","CIENAGA DE ORO","Córdoba","13013"
"SILVIO MANUEL VIDAL MACEA",12844,42.85,"PARTIDO DE LA U","CIENAGA DE ORO","Córdoba","13013"
"FELIBERTO SEGUNDO SAENZ SIERRA",765,2.55,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","CIENAGA DE ORO","Córdoba","13013"
"NERLY DEL CARMEN SAEZ SALCEDO",320,1.06,"PARTIDO ALIANZA VERDE","CIENAGA DE ORO","Córdoba","13013"
"GUSTAVO ADOLFO LAKAH PUENTE",231,0.77,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","CIENAGA DE ORO","Córdoba","13013"
"ARIAGNE DEL ROSARIO MARQUEZ FUENTES",216,0.72,"PARTIDO CENTRO DEMOCRÁTICO","CIENAGA DE ORO","Córdoba","13013"
"JAVIER GREGORIO FUENTES CARABALLO",178,0.59,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CIENAGA DE ORO","Córdoba","13013"
"LUIS ALEJANDRO DORIA LLORENTE",6024,55.52,"PARTIDO DE LA U","COTORRA (BONGO)","Córdoba","13014"
"MARIA EUGENIA LOPEZ DIAZ",4779,44.05,"PARTIDO LIBERAL COLOMBIANO","COTORRA (BONGO)","Córdoba","13014"
"NELYS PIEDAD ROMERO DE AGUAS",5007,59.6,"PARTIDO OPCIÓN CIUDADANA","LA APARTADA (FRONTERA)","Córdoba","13020"
"CRUZ GIOVANNI GARCIA GARCIA",2644,31.47,"PARTIDO LIBERAL COLOMBIANO","LA APARTADA (FRONTERA)","Córdoba","13020"
"BELISARIO RICARDO YANES GUTIERREZ",649,7.72,"PARTIDO DE LA U","LA APARTADA (FRONTERA)","Córdoba","13020"
"NANCY SOFIA JATTIN MARTINEZ",31071,53.82,"PARTIDO DE LA U","LORICA","Córdoba","13022"
"JORGE ISAAC NEGRETE LOPEZ",19485,33.75,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","LORICA","Córdoba","13022"
"JUAN ALBERTO DUMETT FAJARDO",3585,6.21,"PARTIDO UNIÓN PATRIÓTICA","LORICA","Córdoba","13022"
"IGNACIO VILLA MARTINEZ",2247,3.89,"PARTIDO CENTRO DEMOCRÁTICO","LORICA","Córdoba","13022"
"DAVID FELIPE PEINADO BABILONIA",95,0.16,"PARTIDO ALIANZA VERDE","LORICA","Córdoba","13022"
"JUAN CARLOS YANCES PADILLA",4512,49.77,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","LOS CORDOBAS","Córdoba","13023"
"WILBER ALBERTO CONTRERAS GONZALEZ",4213,46.48,"PARTIDO LIBERAL COLOMBIANO","LOS CORDOBAS","Córdoba","13023"
"DOMINGO ANTONIO LEON PETRO",192,2.11,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","LOS CORDOBAS","Córdoba","13023"
"SAIR SAUL SILGADO LOPEZ",60,0.66,"PARTIDO CAMBIO RADICAL","LOS CORDOBAS","Córdoba","13023"
"JENNYS YECENIA YANCES PADILLA",34,0.37,"PARTIDO DE LA U","LOS CORDOBAS","Córdoba","13023"
"ERIKA PATRICIA DIAZ MEZQUIDA",5034,50.69,"PARTIDO DE LA U","MOMIL","Córdoba","13024"
"EMILIANO RAMON LUGO ARROYO",4751,47.84,"PARTIDO CAMBIO RADICAL","MOMIL","Córdoba","13024"
"MANUEL ESTEBAN GARCIA HERNANDEZ",80,0.8,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MOMIL","Córdoba","13024"
"FRANCISCO DANIEL ALEAN MARTINEZ",15110,43.7,"PARTIDO CAMBIO RADICAL","MONTELIBANO","Córdoba","13025"
"JOSE DAVID CURA BUELVAS",9724,28.12,"PARTIDO DE LA U","MONTELIBANO","Córdoba","13025"
"MOISES RAMON NADER RESTREPO",6100,17.64,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","MONTELIBANO","Córdoba","13025"
"ARMANDO SIERRA HERNANDEZ",3030,8.76,"PARTIDO ALIANZA VERDE","MONTELIBANO","Córdoba","13025"
"JUAN CARLOS DIAZ GOMEZ",176,0.5,"PARTIDO LIBERAL - PARTIDO CONSERVADOR","MONTELIBANO","Córdoba","13025"
"MARCOS DANIEL PINEDA GARCIA",83167,45.35,"MONTERÍA ADELANTE","MONTERIA","Córdoba","13001"
